,Title,Company,Pack,Link,Discounted Price,Orignal Price
774,Arithro,Nova Med,Pack Size: 10,https://dawaai.pk/medicine/arithro-1-14702.html,"2,160","2,400"
775,Arithro,Nova Med,Pack Size: 10,https://dawaai.pk/medicine/arithro-2-14703.html,401,445
776,Arket,Inno Pharma,Pack Size: 10,https://dawaai.pk/medicine/arket-14704.html,278,309
777,Arket,Inno Pharma,Pack Size: 10,https://dawaai.pk/medicine/arket-1-14705.html,401,445
778,Awaclor,Usawa,Pack Size: 10,https://dawaai.pk/medicine/awaclor-14706.html,216,240
779,Awaclor,Usawa,Pack Size: 10,https://dawaai.pk/medicine/awaclor-1-14707.html,401,445
780,Anthracin,Atco,Pack Size: 1 Vialx5ml,https://dawaai.pk/medicine/anthracin-15074.html,603,670
781,Anthracin,Atco,Pack Size: 1 Vialx5ml,https://dawaai.pk/medicine/anthracin-1-15075.html,"2,250","2,500"
782,Aropotin,Gene-Tech,Pack Size: 1 Vial,https://dawaai.pk/medicine/aropotin-15082.html,976,"1,084"
783,Aropotin,Gene-Tech,Pack Size: 1 Vial,https://dawaai.pk/medicine/aropotin-1-15083.html,"1,800","2,000"
784,Acifre,Noa Hemis,Pack Size: 2x7's,https://dawaai.pk/medicine/acifre-15136.html,54,60
785,Acifre,Noa Hemis,Pack Size: 2 x 7's,https://dawaai.pk/medicine/acifre-1-15137.html,89,99
786,Aciloc,Medipak,Pack Size: 14,https://dawaai.pk/medicine/aciloc-15138.html,101,112
787,Aciloc,Medipak,Pack Size: 14,https://dawaai.pk/medicine/aciloc-1-15139.html,151,168
788,Actif,Webros,Pack Size: 14,https://dawaai.pk/medicine/actif-1-15143.html,53,59
789,Albomep,Albro,Pack Size: 14,https://dawaai.pk/medicine/albomep-15144.html,107,119
790,Albomep,Albro,Pack Size: 14,https://dawaai.pk/medicine/albomep-1-15145.html,205,228
791,Anvil Off,Inno Pharma,Pack Size: 2 x 7's,https://dawaai.pk/medicine/anvil-off-15146.html,54,60
792,Anvil Off,Inno Pharma,Pack Size: 2 x 7's,https://dawaai.pk/medicine/anvil-off-1-15147.html,89,99
793,Artek,Noa Hemis,Pack Size: 14,https://dawaai.pk/medicine/artek-15148.html,151,168
794,Artek,Noa Hemis,Pack Size: 14,https://dawaai.pk/medicine/artek-1-15149.html,265,294
795,Avinza,Mass-PH Health,Pack Size: 1x14's,https://dawaai.pk/medicine/avinza-15152.html,291,323
796,Awa-Block,Usawa,Pack Size: 2x7's,https://dawaai.pk/medicine/awa-block-1-15154.html,71,79
797,Aksotran Ds,Akson,Pack Size: 10x10's,https://dawaai.pk/medicine/aksotran-ds-15492.html,23,26
798,Albrotran,Albro,Pack Size: 20x10's,https://dawaai.pk/medicine/albrotran-3-15496.html,12,14
799,Amtril,Jawa,Pack Size: 1x100's,https://dawaai.pk/medicine/amtril-2-15504.html,106,118
800,Amtril,Jawa,Pack Size: 1x200's,https://dawaai.pk/medicine/amtril-3-15505.html,251,279
801,Amtril Ds,Jawa,Pack Size: 1x100's,https://dawaai.pk/medicine/amtril-ds-15507.html,250,278
802,Atroxylate,Delux,Pack Size: 50x10's,https://dawaai.pk/medicine/atroxylate-15839.html,4,4
803,Act-On,Qintar Pharma,Pack Size: 5x10's,https://dawaai.pk/medicine/act-on-15854.html,39,43
804,Al-Pridone,Macquins,Pack Size: 5x10's,https://dawaai.pk/medicine/al-pridone-2-15857.html,26,29
805,Almedon,Alina,Pack Size: 5x10's,https://dawaai.pk/medicine/almedon-2-15860.html,39,43
806,Ambrilium,Ambrosia,Pack Size: 5x10's,https://dawaai.pk/medicine/ambrilium-1-15862.html,26,29
807,Appdom,Delux,Pack Size: 1x10's,https://dawaai.pk/medicine/appdom-1-15864.html,130,144
808,Ardilium,Ardin,Pack Size: 5x10's,https://dawaai.pk/medicine/ardilium-15865.html,27,30
809,Acneclin,Medisearch,Pack Size: 30ml,https://dawaai.pk/medicine/acneclin-16065.html,135,150
810,Acnesafe,Epla,Pack Size: 10gm,https://dawaai.pk/medicine/acnesafe-16066.html,126,140
811,Austaclin-T,Bloom Pharma,Pack Size: 30ml,https://dawaai.pk/medicine/austaclin-t-16070.html,155,173
812,Amo-Clav,English Pharma,Pack Size: 1 Vial,https://dawaai.pk/medicine/amo-clav-16167.html,140,155
813,Amoxi-Clav,Novartis,Pack Size: 60 ml,https://dawaai.pk/medicine/amoxi-clav-4-16173.html,98,109
814,Augmentin,GlaxoSmithKline,Pack Size: 10 Vial,https://dawaai.pk/medicine/augmentin-2-16180.html,162,180
815,Augmentin,GlaxoSmithKline,Pack Size: 60ml,https://dawaai.pk/medicine/augmentin-4-16182.html,141,156
816,Augmentin,GlaxoSmithKline,Pack Size: 60ml,https://dawaai.pk/medicine/augmentin-5-16183.html,98,109
817,Augmentin,GlaxoSmithKline,Pack Size: 1x6's,https://dawaai.pk/medicine/augmentin-8-16186.html,161,179
818,Amtran,Gaba,Pack Size: 20x10's,https://dawaai.pk/medicine/amtran-7-16501.html,7,8
819,Atrotil,Akson,Pack Size: 50x10's,https://dawaai.pk/medicine/atrotil-1-16838.html,4,4
820,Appdom,Delux,Pack Size: 50,https://dawaai.pk/medicine/appdom-3-16864.html,130,144
821,Avifix,Radium,Pack Size: 50,https://dawaai.pk/medicine/avifix-3-16867.html,194,215
822,Amoxi-Clav,Novartis,Pack Size: 1 Vial,https://dawaai.pk/medicine/amoxi-clav-8-17169.html,162,180
823,Amoxi-Clav,Novartis,Pack Size: 100ml,https://dawaai.pk/medicine/amoxi-clav-11-17172.html,163,182
824,Amoxi-Clav,Novartis,Pack Size: 1x6's,https://dawaai.pk/medicine/amoxi-clav-14-17175.html,102,113
825,Amoxilite Plus,E-Lite,Pack Size: 60ml,https://dawaai.pk/medicine/amoxilite-plus-3-17178.html,98,109
826,Augmiclave,Lisko,Pack Size: 60ml,https://dawaai.pk/medicine/augmiclave-5-17190.html,98,109
827,Augmiclave,Lisko,Pack Size: 6,https://dawaai.pk/medicine/augmiclave-7-17192.html,108,120
828,Aloret,Mass-PH Health,Pack Size: 1x10's,https://dawaai.pk/medicine/aloret-17480.html,99,110
829,Aerius,Dermagen,Pack Size: 1x20's,https://dawaai.pk/medicine/aerius-1-17528.html,152,169
830,Antine,Wise Pharma,Pack Size: 1x10's,https://dawaai.pk/medicine/antine-17529.html,162,180
831,Antine,Wise Pharma,Pack Size: 1x20's,https://dawaai.pk/medicine/antine-1-17530.html,162,180
832,Antine,Wise Pharma,Pack Size: 1x10's,https://dawaai.pk/medicine/antine-2-17531.html,189,210
833,Antine,Wise Pharma,Pack Size: 2x7's,https://dawaai.pk/medicine/antine-3-17532.html,108,121
834,Adine,Pfizer,Pack Size: 1x10's,https://dawaai.pk/medicine/adine-17597.html,104,116
835,Adine,Pfizer,Pack Size: 1x10's,https://dawaai.pk/medicine/adine-1-17598.html,135,150
836,Afex,Shaheen,Pack Size: 1x10's,https://dawaai.pk/medicine/afex-17600.html,104,115
837,Afex,Shaheen,Pack Size: 1x10's,https://dawaai.pk/medicine/afex-1-17601.html,135,150
838,Alerfex,Genome Pharma,Pack Size: 1x10's,https://dawaai.pk/medicine/alerfex-17603.html,104,116
839,Allerfedin,Healthtek,Pack Size: 1x10's,https://dawaai.pk/medicine/allerfedin-17606.html,104,116
840,Allergia,Mass-PH Health,Pack Size: 1x10's,https://dawaai.pk/medicine/allergia-17607.html,155,172
841,Allergia,Mass-PH Health,Pack Size: 1x10's,https://dawaai.pk/medicine/allergia-1-17608.html,200,222
842,Allergofex,Leads Pharma,Pack Size: 1x10's,https://dawaai.pk/medicine/allergofex-17610.html,104,116
843,Allergofex,Leads Pharma,Pack Size: 1x10's,https://dawaai.pk/medicine/allergofex-1-17611.html,135,150
844,Alofast,Isis,Pack Size: 1x10's,https://dawaai.pk/medicine/alofast-17616.html,99,110
845,Alofast,Isis,Pack Size: 1x10's,https://dawaai.pk/medicine/alofast-1-17617.html,135,150
846,Alzera,Polyfine,Pack Size: 1x10's,https://dawaai.pk/medicine/alzera-17621.html,207,230
847,Aspen,Zephyr Pharmatec,Pack Size: 1x10's,https://dawaai.pk/medicine/aspen-17622.html,104,116
848,Aspen,Zephyr Pharmatec,Pack Size: 1x10's,https://dawaai.pk/medicine/aspen-1-17623.html,135,150
849,Axodine,Grays,Pack Size: 1x10's,https://dawaai.pk/medicine/axodine-1-17626.html,140,155
850,Axodine,Grays,Pack Size: 1x10's,https://dawaai.pk/medicine/axodine-2-17627.html,147,163
851,Atoxan,swiss pharma,Pack Size: 3x10's,https://dawaai.pk/medicine/atoxan-17778.html,99,110
852,Afrovil,Fynk,Pack Size: 100 Ampx2ml,https://dawaai.pk/medicine/afrovil-17780.html,180,200
853,Alergifen,Neutro,Pack Size: 100 Ampx2ml,https://dawaai.pk/medicine/alergifen-17782.html,171,190
854,Amrovil,Amros,Pack Size: 100 Ampx2 ml,https://dawaai.pk/medicine/amrovil-17783.html,540,600
855,Ann-Vil,Venus,Pack Size: 100 Ampx2ml,https://dawaai.pk/medicine/ann-vil-1-17785.html,188,209
856,Avedex,Murfy Pharma,Pack Size: 1 Vialx50ml,https://dawaai.pk/medicine/avedex-17789.html,265,294
857,Avil,Sanofi,Pack Size: 50 Ampx2ml,https://dawaai.pk/medicine/avil-17790.html,8,9
858,Avil,Sanofi,Pack Size: 10 x 10's,https://dawaai.pk/medicine/avil-4-17794.html,15,16
859,Avilon,Harmann,Pack Size: 100 Ampx2ml,https://dawaai.pk/medicine/avilon-17795.html,1,2
860,Amdaquin,Zafa,Pack Size: 60x10's,https://dawaai.pk/medicine/amdaquin-2-17842.html,14,15
861,Amoquine,Progressive,Pack Size: 20x10's,https://dawaai.pk/medicine/amoquine-1-17844.html,12,13
862,A-Fantrine,Atco,Pack Size: 5 Ampx1ml,https://dawaai.pk/medicine/a-fantrine-1-17852.html,70,78
863,Antimal,Macquins,Pack Size: 6 Amp,https://dawaai.pk/medicine/antimal-17854.html,90,100
864,Armizol,Wise Pharma,Pack Size: 6 Ampx1ml,https://dawaai.pk/medicine/armizol-17855.html,90,100
865,Arteblax,Medicaids,Pack Size: 6 Ampx1ml,https://dawaai.pk/medicine/arteblax-17856.html,122,136
866,Arteg,EG Pharma,Pack Size: 6 Amp,https://dawaai.pk/medicine/arteg-17857.html,83,92
867,Artem,Hilton,Pack Size: 1x10's,https://dawaai.pk/medicine/artem-17858.html,252,280
868,Artemax,Star,Pack Size: 6 Ampx1ml,https://dawaai.pk/medicine/artemax-17861.html,49,54
869,Artimet,L A Kurative,Pack Size: 10 Amp,https://dawaai.pk/medicine/artimet-17864.html,54,60
870,Artimet,L A Kurative,Pack Size: 6 Amp,https://dawaai.pk/medicine/artimet-1-17865.html,90,100
871,Artinex,Nexus,Pack Size: 10 Ampx1ml,https://dawaai.pk/medicine/artinex-17866.html,43,48
872,Artinex,Nexus,Pack Size: 6 Ampx1ml,https://dawaai.pk/medicine/artinex-1-17867.html,68,75
873,Artiwin,Wns Field,Pack Size: 1 Ampx1ml,https://dawaai.pk/medicine/artiwin-17868.html,107,119
874,Artiwin,Wns Field,Pack Size: 6 Ampx1ml,https://dawaai.pk/medicine/artiwin-1-17869.html,107,119
875,A-Mal,Stand Pharm,Pack Size: 2x8's,https://dawaai.pk/medicine/a-mal-1-17887.html,140,156
876,A-Mal,Stand Pharm,Pack Size: 1x8's,https://dawaai.pk/medicine/a-mal-2-17888.html,238,264
877,A-Mal,Stand Pharm,Pack Size: 1x6's,https://dawaai.pk/medicine/a-mal-3-17889.html,294,327
878,Akilum,Glitz,Pack Size: 1 x 8's,https://dawaai.pk/medicine/akilum-17890.html,238,264
879,Alar,Searle,Pack Size: 1 x 8's,https://dawaai.pk/medicine/alar-17891.html,247,274
880,Alar,Searle,Pack Size: 60ml,https://dawaai.pk/medicine/alar-1-17892.html,162,180
881,Alar,Searle,Pack Size: 2x8's,https://dawaai.pk/medicine/alar-2-17893.html,113,126
882,Alar,Searle,Pack Size: 1x4's,https://dawaai.pk/medicine/alar-3-17895.html,198,220
883,Alar,Searle,Pack Size: 1x6's,https://dawaai.pk/medicine/alar-4-17896.html,308,343
884,Altamal,Hisun,Pack Size: 2x8's,https://dawaai.pk/medicine/altamal-17897.html,144,160
885,Altamal,Hisun,Pack Size: 2x8's,https://dawaai.pk/medicine/altamal-1-17898.html,144,160
886,Alumax,Axis,Pack Size: 1x16's,https://dawaai.pk/medicine/alumax-17899.html,288,320
887,Alumax,Axis,Pack Size: 1x8's,https://dawaai.pk/medicine/alumax-1-17900.html,238,264
888,Amalar,Bloom Pharma,Pack Size: 2x8's,https://dawaai.pk/medicine/amalar-17901.html,144,160
889,Amalar,Bloom Pharma,Pack Size: 1x8's,https://dawaai.pk/medicine/amalar-1-17902.html,238,264
890,Amalar,Bloom Pharma,Pack Size: 1x4's,https://dawaai.pk/medicine/amalar-2-17903.html,198,220
891,Antamol,Pfizer,Pack Size: 1x16's,https://dawaai.pk/medicine/antamol-17905.html,288,320
892,Antimal Plus,Macquins,Pack Size: 2 x 8's,https://dawaai.pk/medicine/antimal-plus-17906.html,144,160
893,Antimal Plus,Macquins,Pack Size: 1 x 8's,https://dawaai.pk/medicine/antimal-plus-1-17907.html,243,270
894,Armizol,Wise Pharma,Pack Size: 2x8's,https://dawaai.pk/medicine/armizol-1-17918.html,144,160
895,Armizol Ds,Wise Pharma,Pack Size: 1 x 8's,https://dawaai.pk/medicine/armizol-ds-17919.html,238,264
896,Arteblax L,Medicaids,Pack Size: 2 x 8's,https://dawaai.pk/medicine/arteblax-l-17920.html,201,224
897,Arteblax L,Medicaids,Pack Size: 1 x 8's,https://dawaai.pk/medicine/arteblax-l-1-17921.html,259,288
898,Artecap,Ottoman,Pack Size: 2x8's,https://dawaai.pk/medicine/artecap-17922.html,144,160
899,Artedan Ds,Danas,Pack Size: 2x8's,https://dawaai.pk/medicine/artedan-ds-17930.html,144,160
900,Artedan Ds,Danas,Pack Size: 1x8's,https://dawaai.pk/medicine/artedan-ds-1-17931.html,238,264
901,Artefrost,Hamaz,Pack Size: 60ml,https://dawaai.pk/medicine/artefrost-1-17933.html,153,170
902,Artefrost,Hamaz,Pack Size: 1x8's,https://dawaai.pk/medicine/artefrost-3-17935.html,238,264
903,Artefrost,Hamaz,Pack Size: 1x4's,https://dawaai.pk/medicine/artefrost-4-17936.html,297,330
904,Artemax Ds,Star,Pack Size: 2 x 4's,https://dawaai.pk/medicine/artemax-ds-17949.html,133,148
905,Artemax,Star,Pack Size: 60ml,https://dawaai.pk/medicine/artemax-2-17951.html,153,170
906,Artemax Plus,Star,Pack Size: 60ml,https://dawaai.pk/medicine/artemax-plus-1-17953.html,158,175
907,Artemax Plus,Star,Pack Size: 2 x 8's,https://dawaai.pk/medicine/artemax-plus-2-17954.html,106,118
908,Artemax Ds,Star,Pack Size: 1 x 8's,https://dawaai.pk/medicine/artemax-ds-1-17955.html,212,235
909,Artemef,Panacea,Pack Size: 2x8's,https://dawaai.pk/medicine/artemef-17956.html,144,160
910,Artemef,Panacea,Pack Size: 1x8's,https://dawaai.pk/medicine/artemef-1-17957.html,238,264
911,Artemef Ds,Panacea,Pack Size: 1 x 4's,https://dawaai.pk/medicine/artemef-ds-17958.html,198,220
912,Artemef DS,Panacea,Pack Size: 1 x 6's,https://dawaai.pk/medicine/artemef-ds-1-17959.html,297,330
913,Artemet,Pulse,Pack Size: 2 x 8's,https://dawaai.pk/medicine/artemet-17960.html,144,160
914,Artemet,Pulse,Pack Size: 1 x 8's,https://dawaai.pk/medicine/artemet-1-17961.html,238,264
915,Artemex L Ds,Schazoo Pharmaceuticals,Pack Size: 1 x 8's,https://dawaai.pk/medicine/artemex-l-ds-17962.html,241,268
916,Artemose Extra,Friends,Pack Size: 1 x 4's,https://dawaai.pk/medicine/artemose-extra-17964.html,198,220
917,Artemose Forte,Friends,Pack Size: 1x8's,https://dawaai.pk/medicine/artemose-forte-17965.html,238,264
918,Artemose,Friends,Pack Size: 1 x 16's,https://dawaai.pk/medicine/artemose-17966.html,288,320
919,Artepearl,Pearl,Pack Size: 60ml,https://dawaai.pk/medicine/artepearl-17967.html,162,180
920,Artepearl,Pearl,Pack Size: 1x16's,https://dawaai.pk/medicine/artepearl-1-17968.html,266,295
921,Artepearl,Pearl,Pack Size: 1x8's,https://dawaai.pk/medicine/artepearl-2-17969.html,234,260
922,Arther Forte,Focus & Rulz,Pack Size: 1x4's,https://dawaai.pk/medicine/arther-forte-17974.html,198,220
923,Arther,Focus & Rulz,Pack Size: 60ml,https://dawaai.pk/medicine/arther-1-17976.html,158,175
924,Arther Ds,Focus & Rulz,Pack Size: 30ml,https://dawaai.pk/medicine/arther-ds-17977.html,126,140
925,Arther Ds,Focus & Rulz,Pack Size: 60ml,https://dawaai.pk/medicine/arther-ds-1-17978.html,270,300
926,Arther,Focus & Rulz,Pack Size: 2x8's,https://dawaai.pk/medicine/arther-2-17979.html,119,132
927,Arther Ds,Focus & Rulz,Pack Size: 1 x 8's,https://dawaai.pk/medicine/arther-ds-2-17980.html,238,264
928,Arti,Nexus,Pack Size: 60ml,https://dawaai.pk/medicine/arti-1-17982.html,162,180
929,Arti,Nexus,Pack Size: 2x8's,https://dawaai.pk/medicine/arti-2-17983.html,145,161
930,Arti Ds,Nexus,Pack Size: 1 x 8's,https://dawaai.pk/medicine/arti-ds-17984.html,238,264
931,Arti Forte,Nexus,Pack Size: 1 x 6's,https://dawaai.pk/medicine/arti-forte-17985.html,293,325
932,Artequine,Platinum,Pack Size: 1x8's,https://dawaai.pk/medicine/artequine-18089.html,71,79
933,Artequine,Platinum,Pack Size: 16 Sachet,https://dawaai.pk/medicine/artequine-1-18090.html,35,39
934,Aspirin,Amros,Pack Size: 1x1000's,https://dawaai.pk/medicine/aspirin-18194.html,117,130
935,Aspirin,Ardin,Pack Size: 1x1000's,https://dawaai.pk/medicine/aspirin-1-18195.html,164,182
936,Aspirin,Geofman,Pack Size: 1x1000's,https://dawaai.pk/medicine/aspirin-3-18197.html,165,183
937,Aspirin,Ideal,Pack Size: 1x1000's,https://dawaai.pk/medicine/aspirin-4-18198.html,270,300
938,Aspirin,Irza,Pack Size: 1x1000's,https://dawaai.pk/medicine/aspirin-5-18199.html,225,250
939,Aspirin,Irza,Pack Size: 10x20's,https://dawaai.pk/medicine/aspirin-7-18201.html,18,20
940,Aspirin,Jawa,Pack Size: 1x1000's,https://dawaai.pk/medicine/aspirin-8-18202.html,102,113
941,Aspirin,LCPW,Pack Size: 1x1000's,https://dawaai.pk/medicine/aspirin-9-18203.html,141,156
942,Aspirin,LCPW,Pack Size: 25x10's,https://dawaai.pk/medicine/aspirin-10-18204.html,5,6
943,Aspirin,Lisko,Pack Size: 1x1000's,https://dawaai.pk/medicine/aspirin-11-18205.html,139,155
944,Aspirin,Nawab sons,Pack Size: 1x1000's,https://dawaai.pk/medicine/aspirin-13-18207.html,122,135
945,Aspirin,Xenon,Pack Size: 1x1000's,https://dawaai.pk/medicine/aspirin-16-18210.html,113,125
946,Aspirin,Euro Pharma,Pack Size: 1x600's,https://dawaai.pk/medicine/aspirin-17-18211.html,270,300
947,Acasia,Nexpharm,Pack Size: 1x6's,https://dawaai.pk/medicine/acasia-18314.html,135,150
948,Acasia,Nexpharm,Pack Size: 22.5ml,https://dawaai.pk/medicine/acasia-1-18315.html,180,200
949,Acim,Fynk,Pack Size: 1x10's,https://dawaai.pk/medicine/acim-18316.html,230,255
950,Acim,Fynk,Pack Size: 1x6's,https://dawaai.pk/medicine/acim-1-18317.html,138,153
951,Akzith,Akson,Pack Size: 1x10's,https://dawaai.pk/medicine/akzith-18318.html,230,255
952,Albocin,Albro,Pack Size: 1x10's,https://dawaai.pk/medicine/albocin-18319.html,230,255
953,Alide,Pharmix,Pack Size: 1x10's,https://dawaai.pk/medicine/alide-18320.html,230,255
954,Alide,Pharmix,Pack Size: 1x3's,https://dawaai.pk/medicine/alide-1-18321.html,113,125
955,Alide,Pharmix,Pack Size: 15ml,https://dawaai.pk/medicine/alide-2-18322.html,132,147
956,Aptimac,L A Kurative,Pack Size: 1x10's,https://dawaai.pk/medicine/aptimac-18323.html,230,255
957,Austa-Z,Bloom Pharma,Pack Size: 1x6's,https://dawaai.pk/medicine/austa-z-18329.html,135,150
958,Axalina,Alina,Pack Size: 15ml,https://dawaai.pk/medicine/axalina-18330.html,149,165
959,Azal,Jaens,Pack Size: 1x10's,https://dawaai.pk/medicine/azal-18332.html,189,210
960,Azaltic,L A Kurative,Pack Size: 1x6's,https://dawaai.pk/medicine/azaltic-18333.html,135,150
961,Azelide,Regent,Pack Size: 15ml,https://dawaai.pk/medicine/azelide-18334.html,153,170
962,Azelide,Regent,Pack Size: 25ml,https://dawaai.pk/medicine/azelide-1-18335.html,252,280
963,Azelide,Regent,Pack Size: 1x6's,https://dawaai.pk/medicine/azelide-2-18336.html,144,160
964,Azibac,Mcolson,Pack Size: 1x10's,https://dawaai.pk/medicine/azibac-18338.html,230,255
965,Azibac,Mcolson,Pack Size: 15ml,https://dawaai.pk/medicine/azibac-1-18339.html,149,165
966,Azicap,Cherwel,Pack Size: 1x6's,https://dawaai.pk/medicine/azicap-18343.html,108,120
967,Azidose,Shaheen,Pack Size: 1x6's,https://dawaai.pk/medicine/azidose-18348.html,138,153
968,Azidose,Shaheen,Pack Size: 15ml,https://dawaai.pk/medicine/azidose-1-18349.html,149,165
969,Azigood,Goodman,Pack Size: 1x10's,https://dawaai.pk/medicine/azigood-18350.html,230,255
970,Azilite,Webros,Pack Size: 1x10's,https://dawaai.pk/medicine/azilite-18352.html,230,255
971,Azilite,Webros,Pack Size: 1x6's,https://dawaai.pk/medicine/azilite-1-18353.html,248,275
972,Azilite,Webros,Pack Size: 15ml,https://dawaai.pk/medicine/azilite-2-18354.html,149,165
973,Azilite,Webros,Pack Size: 1x10's,https://dawaai.pk/medicine/azilite-3-18355.html,230,255
974,Azimik,Biocare,Pack Size: 1x10's,https://dawaai.pk/medicine/azimik-18358.html,230,255
975,Azimycin,Mediceena,Pack Size: 15ml,https://dawaai.pk/medicine/azimycin-18359.html,122,135
976,Azimycin,Mediceena,Pack Size: 1x10's,https://dawaai.pk/medicine/azimycin-1-18360.html,187,208
977,Azineu,Neutro,Pack Size: 15ml,https://dawaai.pk/medicine/azineu-18361.html,149,165
978,Azineu,Neutro,Pack Size: 1x10's,https://dawaai.pk/medicine/azineu-1-18362.html,168,187
979,Aziotic,Everest,Pack Size: 1x10's,https://dawaai.pk/medicine/aziotic-18364.html,230,255
980,Azirol,Xemberg,Pack Size: 1x6's,https://dawaai.pk/medicine/azirol-18365.html,140,156
981,Azirom,Macquins,Pack Size: 15ml,https://dawaai.pk/medicine/azirom-18366.html,144,160
982,Azirom,Macquins,Pack Size: 30ml,https://dawaai.pk/medicine/azirom-1-18367.html,144,160
983,Azirom,Macquins,Pack Size: 1x6's,https://dawaai.pk/medicine/azirom-2-18368.html,153,170
984,Aziromycin,Nawab Labs,Pack Size: 1x10's,https://dawaai.pk/medicine/aziromycin-18369.html,245,272
985,Aziromycin,Nawab Labs,Pack Size: 15ml,https://dawaai.pk/medicine/aziromycin-1-18370.html,149,165
986,Azisia,Ambrosia,Pack Size: 1x10's,https://dawaai.pk/medicine/azisia-18371.html,221,245
987,Azit,Raazee,Pack Size: 1x6's,https://dawaai.pk/medicine/azit-18372.html,108,120
988,Azit,Raazee,Pack Size: 15ml,https://dawaai.pk/medicine/azit-1-18373.html,108,120
989,Azitab,Cherwel,Pack Size: 1x10's,https://dawaai.pk/medicine/azitab-18374.html,210,233
990,Azitab,Cherwel,Pack Size: 1x6's,https://dawaai.pk/medicine/azitab-1-18375.html,135,150
991,Azitek,Hygeia,Pack Size: 1x10's,https://dawaai.pk/medicine/azitek-18376.html,225,250
992,Azitek,Hygeia,Pack Size: 1x6's,https://dawaai.pk/medicine/azitek-1-18377.html,135,150
993,Azitral,Nova Med,Pack Size: 1x10's,https://dawaai.pk/medicine/azitral-18378.html,230,255
994,Azitral,Nova Med,Pack Size: 15ml,https://dawaai.pk/medicine/azitral-1-18379.html,149,165
995,Azixun,Hisun,Pack Size: 1x10's,https://dawaai.pk/medicine/azixun-18381.html,230,255
996,Azizen,Medizan,Pack Size: 1x10's,https://dawaai.pk/medicine/azizen-18382.html,230,255
997,Azizen,Medizan,Pack Size: 1x6's,https://dawaai.pk/medicine/azizen-1-18383.html,138,153
998,Azizox,Alliance,Pack Size: 1x6's,https://dawaai.pk/medicine/azizox-18384.html,135,150
